book_id,search_key,book_title,book_subtitle,book_authors,book_publisher,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year
q0MOAQAAMAAJ,history,The Encyclopaedia Britannica,"A Dictionary of Arts, Sciences, Liter Ature and General Information",Hugh Chisholm,,,UOM:39015015205225,False,False,1008,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=q0MOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1911
Wto9AQAAMAAJ,history,The Encyclopaedia Britannica,"A Dictionary of Arts, Sciences, Literature and General Information",Hugh Chrisholm,,,PSU:000058401620,False,False,2030,Encyclopedias and dictionaries,en,http://books.google.com/books/content?id=Wto9AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1911
ZuIWzwEACAAJ,history,A Liar's Autobiography,,,,,OCLC:1311258011,False,False,,Comedians,en,,,,IN,NOT_FOR_SALE,False,,,,,,2013
89OSzgEACAAJ,history,Early Years Wipe-Clean First Drawing,,Jessica Greenwell,Usborne Early Years Wipe-clean,A perfect way for children to practise pen control and early drawing skills. Engaging activities provide endless opportunities for pen control practice. Children can trace over and add their own marks and drawings to the scenes while developing the fine motor skills they will eventually need for writing. There are lots of ideas for things to draw on each page and the fold-out page at the back can be left open for further inspiration.,"1474998593, 9781474998598",False,False,0,Juvenile Nonfiction,en,http://books.google.com/books/content?id=89OSzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2022
sxBPAAAAYAAJ,history,A New English Dictionary on Historical Principles,Founded Mainly on the Materials Collected by the Philological Society,"James Augustus Henry Murray, Sir William Alexander Craigie, Charles Talbut Onions",,,PRNC:32101079838601,False,False,816,English language,en,http://books.google.com/books/content?id=sxBPAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1888
AaebzgEACAAJ,history,"Regression, a Friendly Guide",,Matthew Rudd,Manning Publications,"A friendly, fun guide to making accurate predictions and revealing relationships in your data using linear and logistic regression. Regression, a Friendly Guide teaches you to build, assess, and interpret regression models. In each chapter, new modelling paradigms are introduced with simple language and illustrative examples. You’ll steadily build up your theoretical understanding until you can intuitively interpret abstract regression models and their underlying mathematics. Start off by building linear and logistic regression models with one or more variables, and master regression for count models. Learn to use simulation methods to assess your models, and discover advanced techniques like generalized additive models, penalty methods, and quantile regression. You’ll even learn how to interpret your models and findings for non-technical coworkers, to ensure your whole organization is making reliable decisions driven by accurate analysis. Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications.","1617298956, 9781617298950",False,False,375,Computers,en,http://books.google.com/books/content?id=AaebzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2022
h1v6DwAAQBAJ,history,Super Scratch Programming Adventure! (Scratch 3),,The LEAD Project,No Starch Press,"Comics! Games! Programming! Now updated to cover Scratch 3. Scratch is the wildly popular educational programming language used by millions of first-time learners in classrooms and homes worldwide. By dragging together colorful blocks of code, kids can learn computer programming concepts and make cool games and animations. The latest version, Scratch 3, features an updated interface, new sprites and programming blocks, and extensions that let you program things like the micro:bit. In Super Scratch Programming Adventure!, kids learn programming fundamentals as they make their very own playable video games. They'll create projects inspired by classic arcade games that can be programmed (and played!) in an afternoon. Patient, step-by-step explanations of the code and fun programming challenges will have kids creating their own games in no time. This full-color comic book makes programming concepts like variables, flow control, and subroutines effortless to absorb. Packed with ideas for games that kids will be proud to show off, Super Scratch Programming Adventure! is the perfect first step for the budding programmer. Covers Scratch 3","9781718500129, 1718500122",False,False,161,Juvenile Nonfiction,en,http://books.google.com/books/content?id=h1v6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2019
cBdIEAAAQBAJ,history,The Hardware Hacking Handbook,Breaking Embedded Security with Hardware Attacks,"Jasper van Woudenberg, Colin O'Flynn",No Starch Press,"The Hardware Hacking Handbook takes you deep inside embedded devices to show how different kinds of attacks work, then guides you through each hack on real hardware. Embedded devices are chip-size microcomputers small enough to be included in the structure of the object they control, and they’re everywhere—in phones, cars, credit cards, laptops, medical equipment, even critical infrastructure. This means understanding their security is critical. The Hardware Hacking Handbook takes you deep inside different types of embedded systems, revealing the designs, components, security limits, and reverse-engineering challenges you need to know for executing effective hardware attacks. Written with wit and infused with hands-on lab experiments, this handbook puts you in the role of an attacker interested in breaking security to do good. Starting with a crash course on the architecture of embedded devices, threat modeling, and attack trees, you’ll go on to explore hardware interfaces, ports and communication protocols, electrical signaling, tips for analyzing firmware images, and more. Along the way, you’ll use a home testing lab to perform fault-injection, side-channel (SCA), and simple and differential power analysis (SPA/DPA) attacks on a variety of real devices, such as a crypto wallet. The authors also share insights into real-life attacks on embedded systems, including Sony’s PlayStation 3, the Xbox 360, and Philips Hue lights, and provide an appendix of the equipment needed for your hardware hacking lab – like a multimeter and an oscilloscope – with options for every type of budget. You’ll learn: How to model security threats, using attacker profiles, assets, objectives, and countermeasures Electrical basics that will help you understand communication interfaces, signaling, and measurement How to identify injection points for executing clock, voltage, electromagnetic, laser, and body-biasing fault attacks, as well as practical injection tips How to use timing and power analysis attacks to extract passwords and cryptographic keys Techniques for leveling up both simple and differential power analysis, from practical measurement tips to filtering, processing, and visualization Whether you’re an industry engineer tasked with understanding these attacks, a student starting out in the field, or an electronics hobbyist curious about replicating existing work, The Hardware Hacking Handbook is an indispensable resource – one you’ll always want to have onhand.","9781593278748, 1593278748",False,False,514,Computers,en,http://books.google.com/books/content?id=cBdIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2021
VZcwAQAAMAAJ,history,Shooting and Fishing,,,,,CORNELL:31924089863314,False,False,532,Firearms,en,http://books.google.com/books/content?id=VZcwAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1916
C1IZAAAAYAAJ,history,Arms and the Man,,,,,PRNC:32101065267377,False,False,480,,en,http://books.google.com/books/content?id=C1IZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1916
eSRquQEACAAJ,history,Python 201,Intermediate Python,Michael Driscoll,Independently Published,"Python 201 is the sequel to my first book, Python 101. If you already know the basics of Python and now you want to go to the next level, then this is the book for you! This book is for intermediate level Python programmers only. There won't be any beginner chapters here. This book is based on Python 3. You will learn about exciting topics such as working with descriptors, super, context managers, iterators and much, much more!","1717721036, 9781717721037",False,False,258,,en,http://books.google.com/books/content?id=eSRquQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2018
xbtzzQEACAAJ,history,Practical Statistics for Data Scientists,50 Essential Concepts,"Peter C. Bruce, Andrew Bruce",,"""Statistical methods are a key part of of data science, yet very few data scientists have any formal statistics training. Courses and books on basic statistics rarely cover the topic from a data science perspective. This practical guide explains how to apply various statistical methods to data science, tells you how to avoid their misuse, and gives you advice on what's important and what's not. Many data science resources incorporate statistical methods but lack a deeper statistical perspective. If you're familiar with the R programming language, and have some exposure to statistics, this quick reference bridges the gap in an accessible, readable format. With this book, you'll learn: Why exploratory data analysis is a key preliminary step in data science ; How random sampling can reduce bias and yield a higher quality dataset, even with big data ; How the principles of experimental design yield definitive answers to questions ; How to use regression to estimate outcomes and detect anomalies ; Key classification techniques for predicting which categories a record belongs to ; Statistical machine learning methods that 'learn' from data ; Unsupervised learning methods for extracting meaning from unlabeled data""--Provided by publisher.","1491952954, 9781491952955",False,False,298,Big data,en,,,,IN,NOT_FOR_SALE,False,,,,,,2017
8VJMmvhAJP4C,history,Encyclopaedia Britannica,A New Survey of Universal Knowledge,,,,NYPL:33433106513793,False,False,1124,,en,http://books.google.com/books/content?id=8VJMmvhAJP4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1929
5Io4AQAAMAAJ,history,The Sketch,A Journal of Art and Actuality,,,,MINN:31951002800481Z,False,False,850,,en,http://books.google.com/books/content?id=5Io4AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1914
spWaDwAAQBAJ,history,Get Coding 2! Build Five Computer Games Using HTML and JavaScript,,David Whitney,Candlewick,"Ready to learn how to code a game? Get an introduction to programming with this fun and accessible guide. Learn HTML and JavaScript. Design and build five interactive computer games. Create cool graphics. Code simple artificial intelligence. This appealing guide, covering essential coding concepts, offers an ideal introduction to all these activities and more. By following simple step-by-step instructions and completing five exciting missions, aspiring programmers are invited to code well-known games such as tic-tac-toe and table tennis, then customize their projects to test their skills.","9781536205411, 1536205419",False,False,225,Juvenile Nonfiction,en,http://books.google.com/books/content?id=spWaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2019
d3I5zgEACAAJ,history,Step Inside the Viking World,,Rob Lloyd Jones,,"Introducing young readers to a fascinating civilisation. Take a tour of a bustling Viking village in this friendly book. Find out how Vikings dressed and what Viking children did all day, and see explorers set sail on a dangerous voyage to new lands.","1474968694, 9781474968690",False,False,0,"Civilization, Vikings",en,http://books.google.com/books/content?id=d3I5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2022
4isxzwEACAAJ,history,How to Code in 10 Easy Lessons,,Sean McManus,,"""So you want to learn how to code, but you don't know where to start? From writing simple coding instructions using Scratch software, to learning the coding skills to create your own computer game and even design your own website, this book leads the way. By following each lesson and trying it out yourself, learn the 10 super skills needed to become a coding wiz!"" --Page 4 of cover.","1532599978, 9781532599972",False,False,64,Computer programming,en,,,,IN,NOT_FOR_SALE,False,,,,,,2018
SxEazgEACAAJ,history,Python Data Cleaning Cookbook,Modern Techniques and Python Tools to Detect and Remove Dirty Data and Extract Key Insights,Michael Walker,,"Discover how to describe your data in detail, identify data issues, and find out how to solve them using commonly used techniques and tips and tricks Key features Get well-versed with various data cleaning techniques to reveal key insights Manipulate data of different complexities to shape them into the right form as per your business needs Clean, monitor, and validate large data volumes to diagnose problems before moving on to data analysis Book Description Getting clean data to reveal insights is essential, as directly jumping into data analysis without proper data cleaning may lead to incorrect results. This book shows you tools and techniques that you can apply to clean and handle data with Python. You'll begin by getting familiar with the shape of data by using practices that can be deployed routinely with most data sources. Then, the book teaches you how to manipulate data to get it into a useful form. You'll also learn how to filter and summarize data to gain insights and better understand what makes sense and what does not, along with discovering how to operate on data to address the issues you've identified. Moving on, you'll perform key tasks, such as handling missing values, validating errors, removing duplicate data, monitoring high volumes of data, and handling outliers and invalid dates. Next, you'll cover recipes on using supervised learning and Naive Bayes analysis to identify unexpected values and classification errors, and generate visualizations for exploratory data analysis (EDA) to visualize unexpected values. Finally, you'll build functions and classes that you can reuse without modification when you have new data. By the end of this Python book, you'll be equipped with all the key skills that you need to clean data and diagnose problems within it. What you will learn Find out how to read and analyze data from a variety of sources Produce summaries of the attributes of data frames, columns, and rows Filter data and select columns of interest that satisfy given criteria Address messy data issues, including working with dates and missing values Improve your productivity in Python pandas by using method chaining Use visualizations to gain additional insights and identify potential data issues Enhance your ability to learn what is going on in your data Build user-defined functions and classes to automate data cleaning Who this book is for ﻿This book is for anyone looking for ways to handle messy, duplicate, and poor data using different Python tools and techniques. The book takes a recipe-based approach to help you to learn how to clean and manage data. Working knowledge of Python programming is all you need to get the most out of the book.","1800565666, 9781800565661",False,False,436,Computers,en,http://books.google.com/books/content?id=SxEazgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2020
GA1406lF72QC,history,Computer Organization,,"V. Carl Hamacher, Zvonko G. Vranesic, Safwat G. Zaky",New York ; Toronto : McGraw-Hill,,"0070256853, 9780070256859",False,False,44,Computers,en,http://books.google.com/books/content?id=GA1406lF72QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,1990
cKi1oAEACAAJ,history,Introduction to Computing and Programming in Python,A Multimedia Approach,"Mark J. Guzdial, Barbara Ericson",Pearson College Division,"0133591530 / 9780133591538 Introduction to Computing and Programming in Python, Student Value Edition & MyProgrammingLab with eText -- Access Code Card Package Package consists of: 013359047X / 9780133590470 Introduction to Computing and Programming in Python, Student Value Edition 0133590747 / 9780133590746 MyProgrammingLab with eText -- Access Code Card -- for Introduction to Computing and Programming in Python","0133591530, 9780133591538",False,False,424,Computers,en,,,,IN,NOT_FOR_SALE,False,,,,,,2014
U7m7tAEACAAJ,history,Proceedings of the 26th ACM SIGSOFT International Symposium on Software Testing and Analysis,,Tevfik Bultan,,"ISSTA '17: International Symposium on Software Testing and Analysis Jul 10, 2017-Jul 14, 2017 Santa Barbara, USA. You can view more information about this proceeding and all of ACM�s other published conference proceedings from the ACM Digital Library: http://www.acm.org/dl.","1450350763, 9781450350761",False,False,,,en,,,,IN,NOT_FOR_SALE,False,,,,,,2017
73okEAAAQBAJ,history,"How Linux Works, 3rd Edition",What Every Superuser Should Know,Brian Ward,No Starch Press,"Best-selling guide to the inner workings of the Linux operating system with over 50,000 copies sold since its original release in 2014. Linux for the Superuser Unlike some operating systems, Linux doesn’t try to hide the important bits from you—it gives you full control of your computer. But to truly master Linux, you need to understand its internals, like how the system boots, how networking works, and what the kernel actually does. In this third edition of the bestselling How Linux Works, author Brian Ward peels back the layers of this well-loved operating system to make Linux internals accessible. This edition has been thoroughly updated and expanded with added coverage of Logical Volume Manager (LVM), virtualization, and containers. You'll learn: How Linux boots, from boot loaders to init (systemd) How the kernel manages devices, device drivers, and processes How networking, interfaces, firewalls, and servers work How development tools work and relate to shared libraries How to write effective shell scripts You’ll also explore the kernel and examine key system tasks inside user-space processes, including system calls, input and output, and filesystem maintenance. With its combination of background, theory, real-world examples, and thorough explanations, How Linux Works, 3rd Edition will teach you what you need to know to take control of your operating system. NEW TO THIS EDITION: Hands-on coverage of the LVM, journald logging system, and IPv6 Additional chapter on virtualization, featuring containers and cgroups Expanded discussion of systemd Covers systemd-based installations","9781718500402, 1718500408",False,False,466,Computers,en,http://books.google.com/books/content?id=73okEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2021
VP1wDwAAQBAJ,history,Python Reinforcement Learning Projects,Eight hands-on projects exploring reinforcement learning algorithms using TensorFlow,"Sean Saito, Yang Wenzhuo, Rajalingappaa Shanmugamani",Packt Publishing Ltd,"Implement state-of-the-art deep reinforcement learning algorithms using Python and its powerful libraries Key FeaturesImplement Q-learning and Markov models with Python and OpenAIExplore the power of TensorFlow to build self-learning modelsEight AI projects to gain confidence in building self-trained applicationsBook Description Reinforcement learning is one of the most exciting and rapidly growing fields in machine learning. This is due to the many novel algorithms developed and incredible results published in recent years. In this book, you will learn about the core concepts of RL including Q-learning, policy gradients, Monte Carlo processes, and several deep reinforcement learning algorithms. As you make your way through the book, you'll work on projects with datasets of various modalities including image, text, and video. You will gain experience in several domains, including gaming, image processing, and physical simulations. You'll explore technologies such as TensorFlow and OpenAI Gym to implement deep learning reinforcement learning algorithms that also predict stock prices, generate natural language, and even build other neural networks. By the end of this book, you will have hands-on experience with eight reinforcement learning projects, each addressing different topics and/or algorithms. We hope these practical exercises will provide you with better intuition and insight about the field of reinforcement learning and how to apply its algorithms to various problems in real life. What you will learnTrain and evaluate neural networks built using TensorFlow for RLUse RL algorithms in Python and TensorFlow to solve CartPole balancingCreate deep reinforcement learning algorithms to play Atari gamesDeploy RL algorithms using OpenAI UniverseDevelop an agent to chat with humans Implement basic actor-critic algorithms for continuous controlApply advanced deep RL algorithms to games such as MinecraftAutogenerate an image classifier using RLWho this book is for Python Reinforcement Learning Projects is for data analysts, data scientists, and machine learning professionals, who have working knowledge of machine learning techniques and are looking to build better performing, automated, and optimized deep learning models. Individuals who want to work on self-learning model projects will also find this book useful.","9781788993227, 1788993225",True,True,287,Computers,en,http://books.google.com/books/content?id=VP1wDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,3515.21,INR,3515.21,INR,https://play.google.com/store/books/details?id=VP1wDwAAQBAJ&rdid=book-VP1wDwAAQBAJ&rdot=1&source=gbs_api,2018
b6_7ygAACAAJ,history,ALGORITHMS OF THE INTELLIGENT WEB,,"Haralambos Marmanis, Dmitry Babenko",,"Special Features: Learning Elements:· How to create recommendations just like those on Netflix and Amazon· How to implement Google's Pagerank algorithm· How to discover matches on social-networking sites· How to organize the discussions on your favorite news group· How to select topics of interest from shared bookmarks· How to leverage user clicks· How to categorize emails based on their content· How to build applications that do targeted advertising· How to implement fraud detection About The Book: Algorithms of the Intelligent Web is an example-driven blueprint for creating applications that collect, analyze, and act on the massive quantities of data users leave in their wake as they use the web. You'll learn how to build Amazon- and Netflix-style recommendation engines, and how the same techniques apply to people matches on social-networking sites. See how click-trace analysis can result in smarter ad rotations. With a plethora of examples and extensive detail, this book shows you how to build Web 2.0 applications that are as smart as your users.","9350040336, 9789350040331",False,False,368,,en,http://books.google.com/books/content?id=b6_7ygAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2011
1hS8zgEACAAJ,history,The Imposter's Handbook,,Rob Conery,,"Don't have a CS degree? Neither does Rob. That's why he wrote this book: to fill the gaps in his career. The result? Over 450 pages of essentials skills and ideas every developer should know with illustrations by the author, who loves to sketch. An illustrated CS Primer, if you will. Rob is a self-taught software developer (like so many) and for most of his career he learned what was required to get the job done. When conversations veered toward core concepts, he disengaged. Rob decided to change all of this in 2014. He sat down and looked up all of the topics that a typical CS degree covers and then dove in. Half way through, he decided to write a book about what he was learning. That book is The Imposter's Handbook, a compendium of useful programming concepts from Algorithms to Complexity Theory, TDD to Garbage Collection. Things you should really know if you're paid to write software.","1006320490, 9781006320491",False,False,,,en,http://books.google.com/books/content?id=1hS8zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2021
daqIzwEACAAJ,history,10X Software Engineer,,Cicerchia Fabio (author),,,"0463378717, 9780463378717",False,False,0,,en,,,,IN,NOT_FOR_SALE,False,,,,,,1901
BWCkswEACAAJ,history,Cracking the PM Interview,How to Land a Project Manager Job in Technology,"Gayle Laakmann McDowell, Jackie Bavaro",,"Cracking the PM Interview is a comprehensive book about landing a product management role in a startup or bigger tech company. Learn how the ambiguously-named ""PM"" (product manager / program manager) role varies across companies, what experience you need, how to make your existing experience translate, what a great PM resume and cover letter look like, and finally, how to master the PM interview questions (estimation questions, behavioral questions, case questions, product questions, technical questions, and the super important ""pitch"").","0984782885, 9780984782888",False,False,,Employment interviewing,en,,,,IN,NOT_FOR_SALE,False,,,,,,2013
rAlNEAAAQBAJ,history,Math for Deep Learning,What You Need to Know to Understand Neural Networks,Ronald T. Kneusel,No Starch Press,"Math for Deep Learning provides the essential math you need to understand deep learning discussions, explore more complex implementations, and better use the deep learning toolkits. With Math for Deep Learning, you'll learn the essential mathematics used by and as a background for deep learning. You’ll work through Python examples to learn key deep learning related topics in probability, statistics, linear algebra, differential calculus, and matrix calculus as well as how to implement data flow in a neural network, backpropagation, and gradient descent. You’ll also use Python to work through the mathematics that underlies those algorithms and even build a fully-functional neural network. In addition you’ll find coverage of gradient descent including variations commonly used by the deep learning community: SGD, Adam, RMSprop, and Adagrad/Adadelta.","9781718501904, 1718501900",False,False,346,Computers,en,http://books.google.com/books/content?id=rAlNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2021
2gcvDwAAQBAJ,history,"Write Great Code, Volume 1",Understanding the Machine,Randall Hyde,No Starch Press,"Today's programmers are often narrowly trained because the industry moves too fast. That's where Write Great Code, Volume 1: Understanding the Machine comes in. This, the first of four volumes by author Randall Hyde, teaches important concepts of machine organization in a language-independent fashion, giving programmers what they need to know to write great code in any language, without the usual overhead of learning assembly language to master this topic. A solid foundation in software engineering, The Write Great Code series will help programmers make wiser choices with respect to programming statements and data types when writing software.","9781593270995, 1593270992",True,False,461,Computers,en,http://books.google.com/books/content?id=2gcvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2004
P-00wAEACAAJ,history,Computer Vision Projects with OpenCV and Python 3,"Six End-To-end Projects Built Using Machine Learning with OpenCV, Python, and TensorFlow",Matthew Rever,,"Gain a working knowledge of advanced machine learning and explore Python's powerful tools for extracting data from images and videos Key Features Implement image classification and object detection using machine learning and deep learning Perform image classification, object detection, image segmentation, and other Computer Vision tasks Crisp content with a practical approach to solving real-world problems in Computer Vision Book Description Python is the ideal programming language for rapidly prototyping and developing production-grade codes for image processing and Computer Vision with its robust syntax and wealth of powerful libraries. This book will help you design and develop production-grade Computer Vision projects tackling real-world problems. With the help of this book, you will learn how to set up Anaconda and Python for the major OSes with cutting-edge third-party libraries for Computer Vision. You'll learn state-of-the-art techniques for classifying images, finding and identifying human postures, and detecting faces within videos. You will use powerful machine learning tools such as OpenCV, Dlib, and TensorFlow to build exciting projects such as classifying handwritten digits, detecting facial features,and much more. The book also covers some advanced projects, such as reading text from license plates from real-world images using Google's Tesseract software, and tracking human body poses using DeeperCut within TensorFlow. By the end of this book, you will have the expertise required to build your own Computer Vision projects using Python and its associated libraries. What you will learn Install and run major Computer Vision packages within Python Apply powerful support vector machines for simple digit classification Understand deep learning with TensorFlow Build a deep learning classifier for general images Use LSTMs for automated image captioning Read text from real-world images Extract human pose data from images Who this book is for Python programmers and machine learning developers who wish to build exciting Computer Vision projects using the power of machine learning and OpenCV will find this book useful. The only prerequisite for this book is that you should have a sound knowledge of Python programming.","178995455X, 9781789954555",False,False,182,Computers,en,http://books.google.com/books/content?id=P-00wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2018
YAYvDwAAQBAJ,history,The LEGO MINDSTORMS EV3 Laboratory,"Build, Program, and Experiment with Five Wicked Cool Robots",Daniele Benedettelli,No Starch Press,"The LEGO® MINDSTORMS® EV3 set offers so many new and exciting features that it can be hard to know where to begin. Without the help of an expert, it could take months of experimentation to learn how to use the advanced mechanisms and numerous programming features. In The LEGO MINDSTORMS EV3 Laboratory, author Daniele Benedettelli, robotics expert and member of the elite LEGO MINDSTORMS Expert Panel, shows you how to use gears, beams, motors, sensors, and programming blocks to create sophisticated robots that can avoid obstacles, walk on two legs, and even demonstrate autonomous behavior. You’ll also dig into related math, engineering, and robotics concepts that will help you create your own amazing robots. Programming experiments throughout will challenge you, while a series of comics and countless illustrations inform the discussion and keep things fun. As you make your way through the book, you’ll build and program five wicked cool robots: –ROV3R, a vehicle you can modify to do things like follow a line, avoid obstacles, and even clean a room –WATCHGOOZ3, a bipedal robot that can be programmed to patrol a room using only the Brick Program App (no computer required!) –SUP3R CAR, a rear-wheel-drive armored car with an ergonomic two-lever remote control –SENTIN3L, a walking tripod that can record and execute color-coded sequences of commands –T-R3X, a fearsome bipedal robot that will find and chase down prey With The LEGO MINDSTORMS EV3 Laboratory as your guide, you’ll become an EV3 master in no time. Requirements: One LEGO MINDSTORMS EV3 set (LEGO SET #31313)","9781593275594, 1593275595",True,False,436,Technology & Engineering,en,http://books.google.com/books/content?id=YAYvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,1714.54,INR,1714.54,INR,https://play.google.com/store/books/details?id=YAYvDwAAQBAJ&rdid=book-YAYvDwAAQBAJ&rdot=1&source=gbs_api,2013
CvRVzgEACAAJ,history,2021 IEEE ACM International Symposium on Code Generation and Optimization (CGO),,IEEE Staff,,"The International Symposium on Code Generation and Optimization (CGO) is a premier venue to bring together researchers and practitioners working at the interface of hardware and software on a wide range of optimization and code generation techniques and related issues The conference spans the spectrum from purely static to fully dynamic approaches, and from pure software based methods to specific architectural features and support for code generation and optimization","1728186145, 9781728186146",False,False,,,en,,,,IN,NOT_FOR_SALE,False,,,,,,2021
Lu6b0AEACAAJ,history,Wordpress,Design and Build Websites,Jon Duckett,,"Introduces basic- through intermediate-level concepts of WordPress without requiring extensive technical expertise or server-side programming knowledge, using the same graphical approach as HTML & CSS to cover such topics as administration, widgets and custom posts.",OCLC:1424612654,False,False,0,Blogs,en,,,,IN,NOT_FOR_SALE,False,,,,,,2024
Sv1wDwAAQBAJ,history,Mastering Predictive Analytics with scikit-learn and TensorFlow,Implement machine learning techniques to build advanced predictive models using Python,Alvaro Fuentes,Packt Publishing Ltd,"Learn advanced techniques to improve the performance and quality of your predictive models Key FeaturesUse ensemble methods to improve the performance of predictive analytics modelsImplement feature selection, dimensionality reduction, and cross-validation techniquesDevelop neural network models and master the basics of deep learningBook Description Python is a programming language that provides a wide range of features that can be used in the field of data science. Mastering Predictive Analytics with scikit-learn and TensorFlow covers various implementations of ensemble methods, how they are used with real-world datasets, and how they improve prediction accuracy in classification and regression problems. This book starts with ensemble methods and their features. You will see that scikit-learn provides tools for choosing hyperparameters for models. As you make your way through the book, you will cover the nitty-gritty of predictive analytics and explore its features and characteristics. You will also be introduced to artificial neural networks and TensorFlow, and how it is used to create neural networks. In the final chapter, you will explore factors such as computational power, along with improvement methods and software enhancements for efficient predictive analytics. By the end of this book, you will be well-versed in using deep neural networks to solve common problems in big data analysis. What you will learnUse ensemble algorithms to obtain accurate predictionsApply dimensionality reduction techniques to combine features and build better modelsChoose the optimal hyperparameters using cross-validationImplement different techniques to solve current challenges in the predictive analytics domainUnderstand various elements of deep neural network (DNN) modelsImplement neural networks to solve both classification and regression problemsWho this book is for Mastering Predictive Analytics with scikit-learn and TensorFlow is for data analysts, software engineers, and machine learning developers who are interested in implementing advanced predictive analytics using Python. Business intelligence experts will also find this book indispensable as it will teach them how to progress from basic predictive models to building advanced models and producing more accurate predictions. Prior knowledge of Python and familiarity with predictive analytics concepts are assumed.","9781789612240, 1789612241",True,True,149,Computers,en,http://books.google.com/books/content?id=Sv1wDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,2284.47,INR,2284.47,INR,https://play.google.com/store/books/details?id=Sv1wDwAAQBAJ&rdid=book-Sv1wDwAAQBAJ&rdot=1&source=gbs_api,2018
